date	N	Filtros_limpos	Filtros_sujos	Massa_total	Volume_total_padrao	Vazao_media_corrigida_padrao	Vazao_media_real	Tm_C	Tm_K	Pm_hPa	Pm_mmHg	dHi_cmH2O	dHf_cmH2O	DH_cmH2O	DH_mmHg	Pa_hPa	Pa_mmHg	Po_mmHg	ti	tf	tmedio	tmedio	Po_media_mmHg	concentracao
2/17/2014	1	3.5696	3.5936	0.024	1565.84	1.09	1.19	22.03	295.03	918.06	688.6	0	0	0	0	917.65	688.29	688.29			24	1440	666.16	15.31
2/18/2014	2	3.5412	3.5672	0.026	1563.77	1.09	1.19	22.82	295.82	918.01	688.57	17.8	17.9	17.85	13.13	917.8	688.41	675.28			24	1440		16.63
2/19/2014	3	3.5635	3.5921	0.0286	1541.91	1.09	1.19	22.69	295.69	918.11	688.64	17.7	17.9	17.8	13.09	918.65	689.04	675.96	106.76	130.42	23.66	1419.6		18.55
2/20/2014	4	3.5211	3.5544	0.0333	1537.78	1.08	1.19	24.34	297.34	917.7	688.33	17.9	17.9	17.9	13.16	917.85	688.44	675.28	130.42	154.08	23.66	1419.6		21.63
2/21/2014	5	3.5505	3.5519	0.0014	1535.85	1.08	1.19	25.29	298.29	918.04	688.58	18.2	18.4	18.3	13.46	917.55	688.22	674.76	154.08	177.75	23.67	1420.2		0.91
2/22/2014	6	3.5637	3.5816	0.0179	1542.6	1.09	1.19	22.51	295.51	919.29	689.52	18,2	18,3	18.25	13.42	918.05	688.59	675.17	177.75	201.42	23.67	1420.2		11.63
2/23/2014	7	3.5575	3.6046	0.0471	1541.53	1.09	1.19	22.72	295.72	918.96	689.27	18,5	18,6	18.55	13.64	918.2	688.71	675.07	201.42	225.08	23.66	1419.6		30.58
2/24/2014	8	3.5437	3.5669	0.0232	1548.05	1.09	1.18	20.5	293.5	918.8	689.16	18,3	18,2	18.25	13.42	918.75	689.12	675.7	225.08	248.75	23.67	1420.2		14.99
2/25/2014	9	3.5432	3.5734	0.0302	1540.52	1.08	1.19	23.27	296.27	919.55	689.72	18,2	18,2	18.2	13.38	918.7	689.08	675.7	248.75	272.42	23.67	1420.2		19.6
2/26/2014	10	3.5383	3.5851	0.0468	1538.52	1.08	1.19	24.2	297.2	918.42	688.87	17,8	17,9	17.85	13.13	917.85	688.44	675.32	272.42	296.09	23.67	1420.2		30.42
2/27/2014	11	3.5481	3.5904	0.0423	1536.86	1.08	1.2	24.88	297.88	916.38	687.34	18,3	18,3	18.3	13.46	916.1	687.13	673.68	296.09	319.75	23.66	1419.6		27.52
2/28/2014	12	3.5933	3.6231	0.0298	1542.18	1.09	1.19	23.14	296.14	915.98	687.04	18,5	18,3	18.4	13.53	915	686.31	672.78	319.75	343.42	23.67	1420.2		19.32
3/1/2014	13	3.2912	3.3067	0.0155	1546.14	1.09	1.19	21.54	294.54	916.54	687.46	16,9	16,8	16.85	12.39	916.6	687.51	675.12	343.42	367.09	23.67	1420.2		10.05
3/2/2014	14	3.6707	3.6922	0.0215	1543.19	1.09	1.19	22.6	295.6	917.06	687.85	18,8	18,8	18.8	13.82	916.85	687.69	673.87	367.09	390.76	23.67	1420.2		13.91
3/3/2014	15	3.574	3.5996	0.0256	1330.59	1.08	1.19	23.71	296.71	917.56	688.23	18,4	18,3	18.35	13.49	917.5	688.18	674.69	390.76	411.21	20.45	1227		19.26
3/4/2014	16	3.7587	3.78	0.0213	1540.62	1.08	1.19	23.37	296.37	918.58	688.99	19,2	19,2	19.2	14.12	918.2	688.71	674.59	411.21	434.88	23.67	1420.2		13.85
3/5/2014	17	3.6293	3.6542	0.0249	1545.83	1.09	1.18	21.24	294.24	919.5	689.68	18,8	18,7	18.75	13.79	918.6	689.01	675.22	434.88	458.55	23.67	1420.2		16.09
3/6/2014	18	3.5765	3.593	0.0165	732.59	1.09	1.19	23.16	296.16	918.06	688.6	18,3	18,2	18.25	13.42	917.9	688.48	675.06	458.55	469.8	11.25	675		22.48
4/16/2014	19	3.4741	3.5019	0.0278	1537.65	1.09	1.18	20.1	293.1	919.7	689.83	17.6	17.5	17.55	12.9	918.9	689.23	676.33	469.8	493.3	23.5	1410		18.06
4/17/2014	20	3.4825	3.5225	0.04	1534.14	1.09	1.19	21.5	294.5	919.3	689.53	17.9	17.7	17.8	13.09	919.2	689.46	676.37	493.3	516.8	23.5	1410		26.09
4/18/2014	21	3.4539	3.4813	0.0274	1558.2	1.09	1.19	22.4	295.4	918.4	688.86	17.8	17.4	17.6	12.94	918.45	688.89	675.95	516.8	540.7	23.9	1434		17.57
4/19/2014	22	3.4555	3.4877	0.0322	1514.57	1.08	1.19	23.5	296.5	919.5	689.68	17.4	17.3	17.35	12.76	918.3	688.78	676.02	540.7	563.98	23.28	1396.8		21.26
4/20/2014	23	3.4769	3.511	0.0341	1532.44	1.09	1.19	22.6	295.6	919.7	689.83	17.9	17.6	17.75	13.05	919	689.31	676.26	563.98	587.5	23.52	1411.2		22.25
4/21/2014	24	3.4577	3.4866	0.0289	1530.12	1.09	1.19	22.5	295.5	919.6	689.76	17.6	17.2	17.4	12.79	919.65	689.79	677	587.5	610.98	23.48	1408.8		18.91
4/22/2014	25	3.48	3.5054	0.0254	1540.23	1.09	1.18	19.2	292.2	919.1	689.38	17.8	17.5	17.65	12.98	918.25	688.74	675.77	610.98	634.48	23.5	1410		16.49
4/23/2014	26	3.4744	3.527	0.0526	1537.95	1.09	1.18	19.9	292.9	920.3	690.28	18	17.5	17.75	13.05	919	689.31	676.26	634.48	657.98	23.5	1410		34.19
4/24/2014	27	3.4567	3.4851	0.0284	1539.34	1.09	1.18	19.4	292.4	920.1	690.13	17.8	17.4	17.6	12.94	919.75	689.87	676.93	657.98	681.48	23.5	1410		18.45
4/25/2014	28	3.4864	3.5251	0.0387	1541.25	1.09	1.18	18.8	291.8	919.2	689.46	17.8	17.5	17.65	12.98	918.75	689.12	676.14	681.48	704.98	23.5	1410		25.11
4/26/2014	29	3.4926	3.5344	0.0418	1543.73	1.09	1.18	17.7	290.7	920.4	690.36	17.1	16.5	16.8	12.35	919.2	689.46	677.1	704.98	728.48	23.5	1410		27.08
4/27/2014	30	3.4785	3.5279	0.0494	1544.89	1.1	1.17	17	290	922.3	691.78	17.7	17.3	17.5	12.87	920.8	690.66	677.79	728.48	751.98	23.5	1410		31.98
4/28/2014	31	3.4966	3.56	0.0634	1542.89	1.09	1.17	17.6	290.6	923.4	692.61	17.8	17.3	17.55	12.9	922.95	692.27	679.36	751.98	775.48	23.5	1410		41.09
4/29/2014	32	3.5301	3.5881	0.058	1543.06	1.09	1.17	17.7	290.7	922.2	691.71	18	17.6	17.8	13.09	922.3	691.78	678.69	775.48	798.98	23.5	1410		37.59
4/30/2014	33	3.5298	3.6144	0.0846	1541.97	1.09	1.18	18.6	291.6	918.7	689.08	18	17.6	17.8	13.09	919.7	689.83	676.74	798.98	822.48	23.5	1410		54.87
5/1/2014	34	3.5024	3.5671	0.0647	1541.36	1.09	1.18	18.8	291.8	918.9	689.23	17.9	17.4	17.65	12.98	917.65	688.29	675.32	822.48	845.98	23.5	1410		41.98
5/2/2014	35	3.4733	3.5506	0.0773	1538.16	1.09	1.18	19.6	292.6	921.9	691.48	17.9	17.4	17.65	12.98	919.55	689.72	676.74	845.98	869.48	23.5	1410		50.25
5/3/2014	36	3.488	3.5493	0.0613	1546.05	1.09	1.18	19.9	292.9	923.2	692.46	18.2	17.5	17.85	13.13	922.2	691.71	678.58	869.48	893.12	23.64	1418.4		39.65
5/5/2014	37	3.4825	3.5514	0.0689	1538.35	1.09	1.18	19.5	292.5	922.08	691.62	18.4	18	18.2	13.38	920.65	690.54	677.16	893.12	916.62	23.5	1410		44.79
5/6/2014	38	3.4562	3.507	0.0508	1537.66	1.09	1.18	19.9	292.9	921.1	690.88	17.3	17	17.15	12.61	920.6	690.51	677.9	916.62	940.12	23.5	1410		33.04
5/7/2014	39	3.497	3.5569	0.0599	1535.23	1.09	1.18	20.8	293.8	921.3	691.03	17.8	17.5	17.65	12.98	921.3	691.03	678.05	940.12	963.62	23.5	1410		39.02
5/8/2014	40	3.4834	3.5512	0.0678	1537.45	1.09	1.18	19.8	292.8	922.4	691.86	17.8	17.3	17.55	12.9	921.65	691.29	678.39	963.62	987.12	23.5	1410		44.1
5/9/2014	41	3.473	3.532	0.059	1536.72	1.09	1.18	20.4	293.4	920.1	690.13	18	17.4	17.7	13.01	917.85	688.44	675.43	987.12	1010.62	23.5	1410		38.39
5/10/2014	42	3.4611	3.5017	0.0406	1530.13	1.09	1.18	20	293	917.7	688.33	17.8	17.1	17.45	12.83	917.95	688.52	675.69	1010.62	1033.99	23.37	1402.2		26.53
5/11/2014	43	3.4725	3.5065	0.034	1545.55	1.1	1.17	17	290	920.5	690.43	17.8	17.1	17.45	12.83	921.5	691.18	678.35	1033.99	1057.49	23.5	1410		22
5/12/2014	44	3.472	3.5225	0.0505	1542.19	1.09	1.17	18	291	922.4	691.86	17.8	17.1	17.45	12.83	921.15	690.92	678.09	1057.49	1080.99	23.5	1410		32.75
5/13/2014	45	3.5132	3.5728	0.0595	1542.26	1.09	1.17	18.1	291.1	921.5	691.18	18.1	17.4	17.75	13.05	921.15	690.92	677.87	1080.99	1104.49	23.5	1410		38.61
5/14/2014	46	3.4812	3.5661	0.0849	1541.61	1.09	1.18	18.4	291.4	921.1	690.88	18.2	17.5	17.85	13.13	920.65	690.54	677.42	1104.49	1127.99	23.5	1410		55.05
5/15/2014	47	3.4817	3.5585	0.0768	1539.43	1.09	1.18	19.2	292.2	921.3	691.03	15.4	14.7	15.05	11.07	921	690.81	679.74	1127.99	1151.49	23.5	1410		49.87
5/16/2014	48	3.4729	3.5629	0.0901	1541.65	1.09	1.18	18.4	291.4	921	690.81	16.3	15.6	15.95	11.73	919.15	689.42	677.69	1151.49	1174.99	23.5	1410		58.41
5/17/2014	49	3.468	3.5407	0.0727	1518.57	1.09	1.18	20.7	293.7	919.3	689.53	18	17.3	17.65	12.98	919.25	689.49	676.52	1174.99	1198.22	23.23	1393.8		47.87
5/18/2014	50	3.4601	3.5223	0.0622	1537.76	1.09	1.18	20	293	920.1	690.13	17.5	16.9	17.2	12.65	919.7	689.83	677.18	1198.22	1221.72	23.5	1410		40.45
5/19/2014	51	3.4895	3.5646	0.0751	867.64	0.62	2.09	19.3	292.3	920.3	690.28	17.6	16.8	17.2	12.65	920.5	690.43	677.78	1221.72	1245.22	23.5	1410		86.56
5/20/2014	52	3.5126	3.5816	0.069	867.23	0.62	2.09	19.9	292.9	920.9	690.73	17.8	17.3	17.55	12.9	920.3	690.28	677.38	1245.22	1268.72	23.5	1410		79.56
5/21/2014	53	3.509	3.585	0.076	868.68	0.62	2.09	19.4	292.4	920.4	690.36	17.9	17.4	17.65	12.98	919.3	689.53	676.55	1268.72	1292.25	23.53	1411.8		87.49
5/22/2014	54	3.4865	3.5375	0.051	868.23	0.62	2.1	21.1	294.1	917.8	688.41	18.1	15.5	16.8	12.35	917.4	688.11	675.75	1292.25	1315.72	23.47	1408.2		58.74
5/23/2014	55	3.5092	3.5324	0.0232	868.79	0.62	2.1	20.8	293.8	918.6	689.01	18.3	17.7	18	13.24	920.35	690.32	677.08	1315.72	1339.22	23.5	1410		26.7
5/24/2014	56	3.4922	3.515	0.0228	867.3	0.62	2.09	18.8	291.8	920.8	690.66	18.2	17.5	17.85	13.13	920.3	690.28	677.16	1339.22	1362.72	23.5	1410		26.29
5/25/2014	57	3.4888	3.5122	0.0234	867.23	0.62	2.09	18	291	920.9	690.73	18.1	16.6	17.35	12.76	919.85	689.94	677.19	1362.72	1386.22	23.5	1410		26.98
5/26/2014	58	3.46	3.4871	0.0271	891.55	0.62	2.09	18.8	291.8	919.9	689.98	17.5	16.9	17.2	12.65	919.35	689.57	676.92	1386.22	1410.36	24.14	1448.4		30.4
5/28/2014	60	3.4904	3.5234	0.033	869.23	0.61	2.09	14	287	922.3	691.78	34.3	35.4	34.85	25.63	921.45	691.14	665.52	1410.36	1433.94	23.58	1414.8		37.96
5/29/2014	61	3.4716	3.511	0.0394	867.06	0.61	2.09	15.2	288.2	921.7	691.33	33.8	35.3	34.55	25.4	920.5	690.43	665.03	1433.94	1457.45	23.51	1410.6		45.44
5/30/2014	62	3.482	3.5257	0.0437	866.82	0.61	2.09	15.8	288.8	921.5	691.18	34	35.9	34.95	25.7	921.85	691.44	665.75	1457.45	1480.95	23.5	1410		50.41
5/31/2014	63	3.4729	3.5356	0.0627	866.35	0.61	2.09	16.6	289.6	922.2	691.71	34.1	35.9	35	25.74	921.35	691.07	665.33	1480.95	1504.45	23.5	1410		72.37
6/1/2014	64	3.4722	3.5082	0.036	867.98	0.62	2.09	18.1	291.1	919.8	689.91	34.3	35.5	34.9	25.66	917.95	688.52	662.86	1504.45	1527.95	23.5	1410		41.48
6/2/2014	65	3.4706	3.5072	0.0366	869.13	0.62	2.1	16.6	289.6	918.1	688.63	34.4	35.4	34.9	25.66	916.75	687.62	661.96	1527.95	1551.45	23.5	1410		42.11
6/3/2014	66	3.4806	3.526	0.0454	869.47	0.62	2.1	16	289	917.6	688.26	33.9	35.4	34.65	25.48	918.4	688.86	663.38	1551.45	1574.95	23.5	1410		52.22
6/4/2014	67	3.4762	3.5192	0.043	868.66	0.62	2.09	14.5	287.5	918.8	689.16	33.4	38.4	35.9	26.4	918.55	688.97	662.57	1574.95	1598.45	23.5	1410		49.5
6/5/2014	68	3.4666	3.5238	0.0572	868.72	0.62	2.09	16.5	289.5	918.7	689.08	33.3	37.5	35.4	26.03	917.55	688.22	662.19	1598.45	1621.95	23.5	1410		65.84
6/6/2014	69	3.4813	3.5538	0.0725	869.68	0.62	2.1	21.7	294.7	917.3	688.03	34.6	38.6	36.6	26.91	916.7	687.58	660.67	1621.95	1645.45	23.5	1410		83.36
6/7/2014	70	3.4819	3.5543	0.0724	870.08	0.62	2.1	21.6	294.6	916.7	687.58	34.4	37.2	35.8	26.32	915.9	686.98	660.66	1645.45	1668.95	23.5	1410		83.21
6/8/2014	71	3.4905	3.555	0.0645	869.81	0.62	2.1	22.1	295.1	917.1	687.88	34.6	36.6	35.6	26.18	916.85	687.69	661.52	1668.95	1692.45	23.5	1410		74.15
6/9/2014	72	3.4959	3.5677	0.0718	868.72	0.62	2.09	21.7	294.7	918.7	689.08	33.3	36.3	34.8	25.59	920.45	690.39	664.81	1692.45	1715.95	23.5	1410		82.65
6/10/2014	73	3.4745	3.515	0.0405	865.61	0.61	2.09	21	294	923.3	692.53	34.4	35.5	34.95	25.7	924.8	693.66	667.96	1715.95	1739.45	23.5	1410		46.79
6/11/2014	74	3.4904	3.529	0.0386	864.13	0.61	2.08	18.6	291.6	925.5	694.18	34.6	36.1	35.35	25.99	925.15	693.92	667.93	1739.45	1762.95	23.5	1410		44.67
6/12/2014	75	3.4837	3.5114	0.0277	864.73	0.61	2.09	18.9	291.9	924.6	693.51	27.6	34.2	30.9	22.72	923.35	692.57	669.85	1762.95	1786.45	23.5	1410		32.03
6/13/2014	76	3.4889	3.5283	0.0394	864.8	0.61	2.09	19.6	292.6	924.5	693.43	33.4	35.7	34.55	25.4	924.65	693.54	668.14	1786.45	1809.95	23.5	1410		45.56
6/14/2014	77	3.5043	3.5413	0.037	864.66	0.61	2.09	19.7	292.7	924.7	693.58	34.5	35.7	35.1	25.81	924.5	693.43	667.62	1809.95	1833.45	23.5	1410		42.79
6/15/2014	78	3.5005	3.5534	0.0529	864.8	0.61	2.09	20.1	293.1	924.5	693.43	34.6	35.6	35.1	25.81	923.8	692.91	667.1	1833.45	1856.95	23.5	1410		61.17
6/16/2014	79	3.4846	3.5345	0.0499	864.87	0.61	2.09	20.1	293.1	924.4	693.36	34.2	36	35.1	25.81	923.95	693.02	667.21	1856.95	1880.45	23.5	1410		57.7
6/17/2014	80	3.4793	3.5353	0.056	864.6	0.61	2.08	19.9	292.9	924.8	693.66	34.4	35.9	35.15	25.85	924.3	693.28	667.44	1880.45	1903.95	23.5	1410		64.77
6/18/2014	81	3.4681	3.5292	0.0611	865	0.61	2.09	20	293	924.2	693.21	34.6	35.9	35.25	25.92	923.95	693.02	667.1	1903.95	1927.45	23.5	1410		70.64
6/19/2014	82	3.4563	3.4928	0.0365	864.73	0.61	2.09	18.9	291.9	924.6	693.51	34.1	34.6	34.35	25.26	924.75	693.62	668.36	1927.45	1950.95	23.5	1410		42.21
6/20/2014	83	3.4674	3.5263	0.0589	864.19	0.61	2.08	15.8	288.8	925.4	694.11	33.7	35.2	34.45	25.33	924.4	693.36	668.03	1950.95	1974.45	23.5	1410		68.16
6/21/2014	84	3.5051	3.5557	0.0506	866.68	0.61	2.09	15.9	288.9	923.9	692.98	34.3	35.7	35	25.74	923.45	692.64	666.91	1974.45	1997.99	23.54	1412.4		58.38
6/22/2014	85	3.4994	3.5591	0.0597	865.2	0.61	2.09	15.7	288.7	923.9	692.98	34.4	36.9	35.65	26.21	923.6	692.76	666.54	1997.99	2021.49	23.5	1410		69
6/24/2014	87	3.4973	3.5426	0.0453	865.1	0.61	2.09	17.7	290.7	924.6	693.51	33.3	34.2	33.75	24.82	924.5	693.43	668.62	2021.49	2045	23.51	1410.6		52.36
6/25/2014	88	3.4559	3.5219	0.066	868.47	0.62	2.09	18.6	291.6	920.7	690.58	32.3	35.4	33.85	24.89	919.7	689.83	664.94	2045	2068.53	23.53	1411.8		76
6/26/2014	89	3.4744	3.547	0.0726	869.48	0.62	2.09	19.1	292.1	920.3	690.28	27.9	32.7	30.3	22.28	920.4	690.36	668.08	2068.53	2092.08	23.55	1413		83.5
6/27/2014	90	3.4954	3.5802	0.0848	860.42	0.61	2.09	19.8	292.8	921.7	691.33	33.1	36.5	34.8	25.59	922.4	691.86	666.27	2092.08	2115.41	23.33	1399.8		98.56
6/28/2014	91	3.4721	3.5444	0.0723	863.77	0.61	2.09	19.6	292.6	922.2	691.71	33.1	34.4	33.75	24.82	921.6	691.26	666.44	2115.41	2138.84	23.43	1405.8		83.7
6/29/2014	92	3.4791	3.5078	0.0287	856.46	0.61	2.09	15.7	288.7	922.1	691.63	32.9	33.4	33.15	24.38	921.6	691.26	666.88	2138.84	2162.07	23.23	1393.8		33.51
6/30/2014	93	3.4817	3.5155	0.0338	864.38	0.61	2.09	13.9	286.9	921.3	691.03	25.3	31.1	28.2	20.74	921.6	691.26	670.52	2162.07	2185.5	23.43	1405.8		39.1
7/1/2014	94	3.4957	3.5519	0.0562	868.87	0.61	2.09	16.3	289.3	921.2	690.96	31.6	36.1	33.85	24.89	920.5	690.43	665.54	2185.5	2209.05	23.55	1413		64.68
7/2/2014	95	3.4763	3.5355	0.0592	870.11	0.61	2.09	20	293	922.1	691.63	28.9	33.9	31.4	23.09	923.2	692.46	669.37	2209.05	2232.65	23.6	1416		68.04
7/3/2014	96	3.4712	3.5351	0.0639	867.85	0.61	2.09	21.2	294.2	923.8	692.91	32.2	36.1	34.15	25.11	923.2	692.46	667.35	2232.65	2256.22	23.57	1414.2		73.63
7/4/2014	97	3.4759	3.5311	0.0552	866.41	0.61	2.09	21	294	924.3	693.28	33.4	35.3	34.35	25.26	923.75	692.87	667.61	2256.22	2279.76	23.54	1412.4		63.71
7/5/2014	98	3.4568	3.5767	0.1199	861.05	0.61	2.09	20.6	293.6	923.5	692.68	32	34.1	33.05	24.3	923.4	692.61	668.31	2279.76	2303.14	23.38	1402.8		139.25
7/6/2014	99	3.4714	3.5215	0.0501	853.66	0.61	2.09	19.3	292.3	924.1	693.13	32.8	35.3	34.05	25.04	924.2	693.21	668.17	2303.14	2326.33	23.19	1391.4		58.69
7/7/2014	100	3.4782	3.5601	0.0819	862.86	0.61	2.08	19.7	292.7	925.2	693.96	32.1	35.3	33.7	24.78	925.9	694.48	669.7	2326.33	2349.79	23.46	1407.6		94.92
7/8/2014	101	3.5113	3.5488	0.0375	863.05	0.61	2.08	17.1	290.1	926	694.56	33.6	34.4	34	25	924.05	693.09	668.09	2349.79	2373.27	23.48	1408.8		43.45
7/9/2014	102	3.5026	3.5269	0.0243	869.76	0.61	2.09	17.02	290.02	923.7	692.83	33.3	34.1	33.7	24.78	922.9	692.23	667.45	2373.27	2396.89	23.62	1417.2		27.94
7/10/2014	103	3.4922	3.5112	0.019	866.85	0.61	2.09	16.4	289.4	923.1	692.38	33.2	33.8	33.5	24.63	922.6	692.01	667.37	2396.89	2420.42	23.53	1411.8		21.92
7/11/2014	104	3.5132	3.5389	0.0257	866.31	0.61	2.09	15.8	288.8	923.9	692.98	33	34	33.5	24.63	924.35	693.32	668.69	2420.42	2443.95	23.53	1411.8		29.67
7/12/2014	105	3.4988	3.5275	0.0287	864.06	0.61	2.08	16.5	289.5	925.6	694.26	32.9	34.1	33.5	24.63	926.05	694.59	669.96	2443.95	2467.45	23.5	1410		33.22
7/13/2014	106	3.4937	3.5057	0.012	755.43	0.61	2.08	17.1	290.1	926.5	694.93	33.2	34.7	33.95	24.96	925.6	694.26	669.29	2467.45	2488.01	20.56	1233.6		15.89
7/15/2014	108	3.5991	3.6386	0.0395	859.67	0.61	2.08	17	290	925.02	693.82	35.5	35.9	35.7	26.25	924.55	693.47	667.22	2488.3	2511.67	23.37	1402.2		45.95
7/16/2014	109	3.5735	3.6156	0.0421	866.2	0.61	2.09	18.8	291.8	924.6	693.51	34.2	36	35.1	25.81	924.5	693.43	667.62	2511.67	2535.21	23.54	1412.4		48.6
7/17/2014	110	3.5729	3.6298	0.0569	869.55	0.61	2.09	19.9	292.9	924	693.06	34.4	37	35.7	26.25	921.6	691.26	665.01	2535.21	2558.83	23.62	1417.2		65.44
7/18/2014	111	3.5829	3.6193	0.0364	867.25	0.61	2.09	17.8	290.8	923.6	692.76	34.6	35.2	34.9	25.66	923.6	692.76	667.1	2558.83	2582.38	23.55	1413		41.97
7/19/2014	112	3.5895	3.6402	0.0507	859.65	0.61	2.09	15.3	288.3	924.5	693.43	34.1	34.8	34.45	25.33	923.9	692.98	667.65	2582.38	2605.74	23.36	1401.6		58.98
7/20/2014	113	3.5725	3.6297	0.0572	863.23	0.61	2.09	16	289	924.1	693.13	33.4	34.7	34.05	25.04	923.6	692.76	667.72	2605.74	2629.19	23.45	1407		66.26
7/21/2014	114	3.5847	3.6511	0.0664	866.38	0.61	2.09	17.6	290.6	923.8	692.91	26.9	36.5	31.7	23.31	923.45	692.64	669.34	2629.19	2652.72	23.53	1411.8		76.64
7/22/2014	115	3.5637	3.6151	0.0514	866.14	0.61	2.09	20.1	293.1	923.6	692.76	33.8	35.7	34.75	25.55	922.6	692.01	666.46	2652.72	2676.24	23.52	1411.2		59.34
7/23/2014	116	3.5533	3.6073	0.054	868.2	0.61	2.09	20.2	293.2	921.1	690.88	34	36	35	25.74	918.8	689.16	663.42	2676.24	2699.77	23.53	1411.8		62.2
7/24/2014	117	3.5667	3.6017	0.035	873.08	0.62	2.09	16.6	289.6	919.9	689.98	34	34.5	34.25	25.18	920.2	690.21	665.02	2699.77	2723.41	23.64	1418.4		40.09
