Data	Concentracao	Precipitacao	Temperatura	Umidade	Velocidade_vento
4/28/2015	37.21	0.00	23.48	55.33	1.86
4/29/2015	50.67	0.00	21.80	64.21	2.57
4/30/2015	28.29	0.00	20.70	67.00	2.75
5/1/2015	26.58	0.00	20.93	65.33	2.09
5/2/2015	39.29	0.00	22.78	63.21	2.33
5/3/2015	36.67	0.00	23.83	63.50	2.81
5/4/2015	19.25	0.00	20.61	86.21	2.70
5/5/2015	17.00	0.00	22.43	79.25	1.86
5/6/2015	33.17	0.00	21.58	77.13	2.01
5/7/2015	28.13	0.00	20.92	66.10	2.39
5/8/2015	19.50	0.00	19.50	66.75	2.72
5/9/2015	23.04	0.00	21.29	64.50	1.98
5/10/2015	24.96	0.00	21.52	76.25	3.17
5/11/2015	8.33	0.00	18.43	91.91	1.41
5/12/2015	23.35	0.00	18.57	78.86	1.18
5/13/2015	24.29	0.00	19.59	74.12	2.73
5/14/2015	21.79	0.00	20.04	68.74	2.08
5/15/2015	25.29	0.00	19.51	68.88	2.39
5/16/2015	24.13	0.00	19.71	62.58	1.86
5/17/2015	21.42	0.00	20.28	64.50	1.80
5/18/2015	27.46	0.00	20.49	71.42	1.91
5/19/2015	19.67	0.00	20.82	77.46	2.05
5/20/2015	15.88	0.00	19.39	85.36	1.83
5/21/2015	18.83	0.00	21.28	72.90	2.13
5/22/2015	25.58	0.00	22.22	66.73	2.14
5/23/2015	38.46	0.00	21.62	67.57	1.75
5/24/2015	26.88	0.00	22.46	67.38	1.83
5/25/2015	33.13	0.00	23.86	62.50	1.20
5/26/2015	41.96	0.00	24.58	62.88	1.02
5/27/2015	45.13	0.00	24.15	61.13	2.41
5/28/2015	24.00	0.00	18.45	89.42	1.33
5/29/2015	12.92	0.00	18.30	81.55	1.44
5/30/2015	20.21	0.00	18.55	71.30	1.72
5/31/2015	8.71	0.00	17.99	94.27	1.89
6/1/2015	15.38	0.00	19.60	88.71	1.90
6/2/2015	22.13	0.00	19.00	84.88	1.88
6/3/2015	20.50	0.00	19.93	82.05	1.65
6/4/2015	18.50	0.00	21.19	72.55	1.71
6/5/2015	22.83	0.00	21.63	61.37	1.92
6/6/2015	30.38	0.00	23.13	58.50	1.95
6/7/2015	25.17	0.00	22.23	62.75	1.60
6/8/2015	30.33	0.00	23.03	55.88	1.50
6/9/2015	30.33	0.00	22.88	51.63	1.56
6/10/2015	43.75	0.00	22.85	50.21	1.43
6/11/2015	43.42	0.00	23.37	50.04	1.49
6/12/2015	52.21	0.00	23.10	58.54	1.03
6/13/2015	44.54	0.00	23.75	53.71	2.25
6/14/2015	40.71	0.00	23.83	56.13	2.61
6/15/2015	30.96	0.00	19.63	77.38	2.44
6/16/2015	28.04	0.00	19.01	73.33	1.30
6/17/2015	44.87	0.00	23.49	62.04	1.55
6/18/2015	40.58	0.00	23.55	68.17	2.38
6/19/2015	29.54	0.00	18.77	72.21	3.89
6/20/2015	21.63	0.00	18.68	67.46	2.34
6/21/2015	22.63	0.00	20.15	62.38	2.31
6/22/2015	29.63	0.00	21.11	63.21	1.66
6/23/2015	35.96	0.00	21.08	59.83	1.72
6/24/2015	33.71	0.00	18.50	71.92	3.53
6/25/2015	27.29	0.00	18.43	64.75	2.25
6/26/2015	29.08	0.00	18.37	63.63	1.98
6/27/2015	31.04	0.00	17.95	57.88	2.79
6/28/2015	25.71	0.00	18.32	55.83	2.14
6/29/2015	41.71	0.00	19.82	56.33	2.34
6/30/2015	48.96	0.00	20.76	60.79	3.05
7/1/2015	23.25	0.00	17.98	89.96	2.05
7/2/2015	27.25	0.00	19.27	85.52	1.91
7/3/2015	37.17	0.00	20.75	81.58	2.23
7/4/2015	28.13	0.00	20.34	81.00	1.78
7/5/2015	16.92	0.00	15.35	79.56	2.79
7/6/2015	27.08	0.00	20.92	71.07	2.20
7/7/2015	18.25	0.00	17.68	95.84	1.70
7/8/2015	18.54	0.00	16.87	98.54	2.56
7/9/2015	12.46	0.00	17.56	89.92	1.66
7/10/2015	20.54	0.00	20.58	75.52	1.86
7/11/2015	22.23	0.00	20.65	65.55	2.65
7/12/2015	0.00	0.00	0.00	0.00	0.00
7/13/2015	0.00	0.00	0.00	0.00	0.00
7/14/2015	64.40	0.00	25.04	50.67	2.10
7/15/2015	44.54	0.00	24.27	57.39	1.86
7/16/2015	50.13	0.00	22.69	60.58	2.08
7/17/2015	35.92	0.00	21.86	57.71	2.08
7/18/2015	33.46	0.00	21.83	51.58	1.92
7/19/2015	35.21	0.00	21.56	49.83	2.33
7/20/2015	38.54	0.00	22.10	51.13	2.68
7/21/2015	48.25	0.00	20.78	64.83	2.03
7/22/2015	46.54	0.00	18.95	74.67	2.32
7/23/2015	47.88	0.00	20.74	66.08	2.13
7/24/2015	56.25	0.00	22.09	60.54	2.26
7/25/2015	37.50	0.00	20.07	80.92	1.54
7/26/2015	37.00	0.00	20.38	77.29	1.14
7/27/2015	34.04	0.00	20.51	60.04	1.30
7/28/2015	36.54	0.00	21.91	42.08	1.51
7/29/2015	33.46	0.00	22.91	40.50	2.30
7/30/2015	48.13	0.00	22.18	43.50	1.08
7/31/2015	66.50	0.00	22.93	43.25	1.96
8/1/2015	42.71	0.00	23.42	41.54	1.67
8/2/2015	53.21	0.00	22.80	43.58	1.73
8/3/2015	53.17	0.00	23.39	41.83	1.65
8/4/2015	49.00	0.00	24.38	35.50	1.69
8/5/2015	63.48	0.00	23.64	37.38	1.77
8/6/2015	59.17	0.00	23.86	36.92	2.10
8/7/2015	67.42	0.00	24.55	35.42	2.03
8/8/2015	48.17	0.00	24.63	36.50	2.01
8/9/2015	49.88	0.00	23.18	47.38	2.20
8/10/2015	45.17	0.00	23.00	50.63	2.31
8/11/2015	40.92	0.00	22.90	46.67	2.20
8/12/2015	46.87	0.00	21.89	43.79	2.11
8/13/2015	62.67	0.00	22.19	41.46	1.94
8/14/2015	50.17	0.00	22.08	44.96	1.97
8/15/2015	40.83	0.00	23.01	42.13	2.06
8/16/2015	34.50	0.00	24.36	37.67	1.88
8/17/2015	54.04	0.00	23.86	40.46	2.68
8/18/2015	57.78	0.00	23.78	41.46	2.61
8/19/2015	68.50	0.00	23.29	47.25	2.00
8/20/2015	47.67	0.00	19.98	53.79	2.75
8/21/2015	38.33	0.00	19.95	57.42	2.06
8/22/2015	48.04	0.00	21.73	53.54	1.46
8/23/2015	53.33	0.00	24.28	40.79	1.72
8/24/2015	46.88	0.00	22.50	54.54	3.43
8/25/2015	22.00	0.00	18.50	81.38	2.99
8/26/2015	30.38	0.00	23.57	58.21	2.31
8/27/2015	30.75	0.00	18.99	77.42	3.18
8/28/2015	27.75	0.00	19.53	64.04	1.98
8/29/2015	35.58	0.00	21.87	47.50	1.44
8/30/2015	34.83	0.00	25.81	37.71	1.87
8/31/2015	64.75	0.00	26.76	37.88	1.31
9/1/2015	81.13	0.00	26.42	40.88	2.25
9/2/2015	43.25	0.00	23.10	58.29	2.72
9/3/2015	64.17	0.00	24.68	49.67	1.53
9/4/2015	65.54	0.00	25.04	52.00	2.62
9/5/2015	39.67	0.00	20.72	70.00	2.04
9/6/2015	45.29	0.00	22.86	62.63	1.79
9/7/2015	36.71	0.00	21.37	79.21	3.00
9/8/2015	23.50	0.00	19.99	91.92	3.37
9/9/2015	18.17	0.00	19.52	86.08	2.14
9/10/2015	20.25	0.00	19.26	96.92	3.21
9/11/2015	13.00	0.00	19.11	97.11	2.40
9/12/2015	17.88	0.00	18.77	95.92	1.51
9/13/2015	16.42	0.00	18.76	76.91	2.37
9/14/2015	19.79	0.00	20.29	69.77	2.01
9/15/2015	41.33	0.00	27.82	54.24	2.10
9/16/2015	44.54	0.00	28.27	46.25	3.18
9/17/2015	43.63	0.00	29.04	39.21	2.53
9/18/2015	54.42	0.00	29.88	32.46	1.86
9/19/2015	42.17	0.00	30.02	24.04	2.08
9/20/2015	53.21	0.00	28.96	25.75	1.68
9/21/2015	57.04	0.00	28.48	29.04	2.00
9/22/2015	55.00	0.00	29.23	25.17	1.93
9/23/2015	80.29	0.00	29.38	27.58	1.41
9/24/2015	73.38	0.00	30.68	26.46	1.46
9/25/2015	85.83	0.00	28.55	48.04	2.18
9/26/2015	23.13	0.00	22.96	82.71	2.90
9/27/2015	45.08	0.00	26.52	63.79	2.24
9/28/2015	29.00	0.00	21.95	86.88	1.83
9/29/2015	44.75	0.00	23.60	76.04	1.79
9/30/2015	35.29	0.00	24.76	63.67	2.14
10/1/2015	40.71	0.00	25.97	57.75	2.01
10/2/2015	72.33	0.00	28.19	51.08	2.08
10/3/2015	39.83	0.00	24.45	63.04	2.31
10/4/2015	28.63	0.00	23.46	73.42	1.60
10/5/2015	32.92	0.00	23.63	64.71	3.00
10/6/2015	39.58	0.00	24.70	57.42	2.28
10/7/2015	56.38	0.00	28.11	49.71	2.24
10/8/2015	65.96	0.00	29.60	42.17	2.72
10/9/2015	58.92	0.00	28.28	44.67	2.78
10/10/2015	22.00	0.00	21.92	86.71	1.80
10/11/2015	33.58	0.00	25.49	66.25	2.21
10/12/2015	19.00	0.00	24.07	66.13	3.49
10/13/2015	35.58	0.00	25.87	53.38	2.48
10/14/2015	85.54	0.00	29.82	38.96	2.49
10/15/2015	67.83	0.00	30.82	30.71	1.97
10/16/2015	67.88	0.00	32.25	29.92	1.94
10/17/2015	81.96	0.00	29.63	47.29	2.58
10/18/2015	41.04	0.00	24.70	59.25	3.96
10/19/2015	30.20	0.00	27.03	53.22	2.27
10/20/2015	0.00	0.00	31.19	40.38	2.92
10/21/2015	0.00	0.00	30.00	43.92	2.19
10/22/2015	56.63	0.00	27.58	58.67	3.13
10/23/2015	22.75	0.00	23.90	71.42	2.73
10/24/2015	38.38	0.00	25.09	66.29	3.18
10/25/2015	27.04	0.00	24.13	68.96	3.20
10/26/2015	21.96	0.00	23.16	83.71	2.71
10/27/2015	18.79	0.00	25.40	76.00	1.63
10/28/2015	10.83	0.00	23.14	86.71	1.75
10/29/2015	19.17	0.00	24.73	64.33	2.70
10/30/2015	28.00	0.00	25.85	57.33	2.66
10/31/2015	33.33	0.00	24.08	70.17	2.13
11/1/2015	13.50	0.00	22.06	90.04	2.31
11/2/2015	9.13	0.00	23.33	84.33	2.86
11/3/2015	11.92	0.00	23.09	91.33	1.73
11/4/2015	16.71	0.00	26.16	75.50	1.87
11/5/2015	13.29	0.00	26.28	73.71	1.33
11/6/2015	15.42	0.00	26.02	71.95	1.92
11/7/2015	20.50	0.00	23.27	77.16	2.25
11/8/2015	26.58	0.00	26.41	67.00	1.96
11/9/2015	21.96	0.00	25.10	69.21	2.41
11/10/2015	26.58	0.00	28.47	54.65	2.04
11/11/2015	44.88	0.00	26.09	70.75	1.95
11/12/2015	30.46	0.00	27.36	60.21	1.89
11/13/2015	36.33	0.00	28.22	58.46	1.99
11/14/2015	35.00	0.00	25.93	69.33	1.89
11/15/2015	14.04	0.00	24.13	78.04	2.17
11/16/2015	22.21	0.00	26.16	71.38	1.69
11/17/2015	24.21	0.00	24.34	83.73	2.48
11/18/2015	17.38	0.00	25.09	0.00	1.90
11/19/2015	34.00	0.00	28.03	65.00	1.83
11/20/2015	14.92	0.00	22.67	0.00	2.14
11/21/2015	27.04	0.00	24.06	0.00	1.55
11/22/2015	22.25	0.00	26.69	0.00	1.85
11/23/2015	27.96	0.00	24.43	0.00	2.36
11/24/2015	10.33	0.00	20.41	0.00	2.94
11/25/2015	13.42	0.00	20.65	0.00	1.84
11/26/2015	18.88	0.00	24.82	0.00	1.83
11/27/2015	27.75	0.00	26.63	0.00	2.15
11/28/2015	28.75	0.00	27.22	0.00	2.04
11/29/2015	16.13	0.00	24.70	0.00	1.50
11/30/2015	18.25	0.00	24.37	0.00	2.28
12/1/2015	16.00	0.00	24.12	0.00	1.93
12/2/2015	27.54	0.00	25.65	0.00	1.85
12/3/2015	20.75	0.00	23.72	0.00	2.14
12/4/2015	20.54	0.00	25.01	0.00	1.54
12/5/2015	15.17	0.00	24.66	0.00	1.58
12/6/2015	23.38	0.00	23.59	0.00	1.66
12/7/2015	16.75	0.00	23.76	0.00	1.27
12/8/2015	14.79	0.00	25.32	0.00	1.58
12/9/2015	15.83	0.00	25.14	0.00	2.16
12/10/2015	17.88	0.00	22.96	0.00	2.03
12/11/2015	17.17	0.00	25.57	0.00	1.68
12/12/2015	17.50	0.00	25.10	0.00	2.37
12/13/2015	13.92	0.00	24.88	0.00	2.43
12/14/2015	21.88	0.00	27.51	0.00	2.52
12/15/2015	22.83	0.00	26.41	0.00	2.48
12/16/2015	22.96	0.00	24.38	0.00	2.03
12/17/2015	17.29	0.00	27.07	0.00	2.08
12/18/2015	22.29	0.00	29.57	0.00	2.46
12/19/2015	26.50	0.00	26.20	0.00	2.47
12/20/2015	15.96	0.00	25.35	0.00	1.92
12/21/2015	14.14	0.00	25.57	0.00	1.86
12/22/2015	18.79	0.00	26.09	0.00	2.68
12/23/2015	17.04	0.00	27.12	0.00	2.65
12/24/2015	17.04	0.00	27.96	0.00	2.15
12/25/2015	14.00	0.00	26.39	0.00	1.82
12/26/2015	9.67	0.00	24.06	0.00	1.35
12/27/2015	11.67	0.00	23.47	0.00	2.43
12/28/2015	7.92	0.00	22.78	0.00	2.78
12/29/2015	7.38	0.00	21.79	0.00	3.68
12/30/2015	8.71	0.00	22.23	0.00	3.18
12/31/2015	8.38	0.00	24.04	0.00	2.42
1/1/2016	9.83	0.00	23.93	0.00	2.01
1/2/2016	8.17	0.00	25.22	0.00	1.46
1/3/2016	10.04	0.00	23.18	0.00	1.64
1/4/2016	9.46	0.00	24.19	0.00	2.08
1/5/2016	14.13	0.00	26.15	0.00	2.30
1/6/2016	16.50	0.00	25.41	0.00	1.83
1/7/2016	24.83	0.00	27.74	0.00	1.43
1/8/2016	15.04	0.00	28.08	0.00	2.13
1/9/2016	9.38	0.00	24.25	0.00	2.32
1/10/2016	8.13	0.00	23.87	0.00	3.53
1/11/2016	6.42	0.00	22.61	0.00	2.80
1/12/2016	4.33	0.00	22.14	0.00	3.10
1/13/2016	5.42	0.00	23.47	0.00	1.96
1/14/2016	4.58	0.00	23.15	0.00	1.95
1/15/2016	3.92	0.00	22.80	0.00	2.12
1/16/2016	16.75	0.00	23.95	0.00	3.01
1/17/2016	14.79	0.00	23.98	0.00	2.90
1/18/2016	16.42	0.00	24.12	0.00	2.91
1/19/2016	19.21	0.00	23.06	0.00	3.30
1/20/2016	16.83	0.00	23.97	0.00	3.63
1/21/2016	21.54	0.00	24.45	0.00	3.43
1/22/2016	20.00	0.00	24.45	0.00	3.05
1/23/2016	16.50	0.00	24.98	0.00	2.55
1/24/2016	12.13	0.00	25.09	0.00	2.70
1/25/2016	10.04	0.00	25.77	0.00	2.32
1/26/2016	10.92	0.00	26.26	0.00	2.13
1/27/2016	17.54	0.00	24.90	0.00	1.60
1/28/2016	9.08	0.00	25.01	0.00	1.86
1/29/2016	9.21	0.00	24.41	0.00	2.29
1/30/2016	11.50	0.00	25.89	0.00	2.49
1/31/2016	14.04	0.00	28.15	0.00	2.43
2/1/2016	17.04	0.00	29.35	0.00	1.81
2/2/2016	27.71	0.00	29.47	0.00	1.38
2/3/2016	33.63	0.00	27.80	0.00	2.33
2/4/2016	29.83	0.00	26.17	0.00	1.92
2/5/2016	20.92	0.00	26.95	0.00	2.05
2/6/2016	17.42	0.00	25.33	0.00	1.61
2/7/2016	11.54	0.00	26.02	0.00	2.36
2/8/2016	8.42	0.00	25.18	0.00	2.34
2/9/2016	11.58	0.00	27.22	0.00	1.63
2/10/2016	15.83	0.00	28.45	0.00	1.45
2/11/2016	13.33	0.00	26.61	0.00	2.36
2/12/2016	13.00	0.00	25.53	0.00	1.96
2/13/2016	26.13	0.00	27.28	0.00	1.87
2/14/2016	17.54	0.00	28.10	0.00	1.81
2/15/2016	15.38	0.00	27.38	0.00	2.71
2/16/2016	8.08	0.00	23.60	0.00	1.87
2/17/2016	13.96	0.00	26.80	0.00	2.05
2/18/2016	13.21	0.00	24.51	0.00	2.00
2/19/2016	16.29	0.00	25.43	0.00	2.12
2/20/2016	13.54	0.00	26.51	0.00	2.39
2/21/2016	10.33	0.00	23.57	0.00	1.75
2/22/2016	11.63	0.00	23.25	0.00	2.08
2/23/2016	10.75	0.00	23.22	0.00	1.87
2/24/2016	10.67	0.00	23.59	0.00	1.38
2/25/2016	13.08	0.00	24.82	0.00	1.72
2/26/2016	12.71	0.00	25.88	0.00	1.61
2/27/2016	11.71	0.00	25.60	0.00	2.45
2/28/2016	7.29	0.00	25.22	0.00	1.43
2/29/2016	35.67	0.00	23.01	0.00	2.11
3/1/2016	9.75	0.00	22.18	0.00	2.29
3/2/2016	13.83	0.00	24.13	0.00	2.07
3/3/2016	12.58	0.00	23.91	0.00	3.20
3/4/2016	10.96	0.00	24.30	0.00	1.99
3/5/2016	11.92	0.00	22.92	0.00	2.40
3/6/2016	11.13	0.00	25.13	0.00	1.60
3/7/2016	13.17	0.00	26.35	0.00	1.58
3/8/2016	15.46	0.00	25.90	0.00	1.99
3/9/2016	19.71	0.00	27.18	0.00	2.27
3/10/2016	11.46	0.00	23.99	0.00	2.85
3/11/2016	8.04	0.00	24.25	0.00	2.52
3/12/2016	13.00	0.00	25.10	0.00	0.93
3/13/2016	16.83	0.00	24.60	0.00	2.94
3/14/2016	14.96	0.00	25.78	0.00	2.33
3/15/2016	14.38	0.00	23.48	0.00	2.39
3/16/2016	11.79	0.00	23.95	0.00	2.51
3/17/2016	10.92	0.00	24.12	0.00	2.34
3/18/2016	14.88	0.00	25.91	0.00	1.76
3/19/2016	19.33	0.00	27.66	0.00	1.84
3/20/2016	23.46	0.00	26.38	0.00	2.00
3/21/2016	26.46	0.00	26.98	0.00	2.03
3/22/2016	26.58	0.00	26.61	0.00	2.19
3/23/2016	32.25	0.00	25.39	0.00	1.66
3/24/2016	13.33	0.00	23.61	0.00	1.85
3/25/2016	16.75	0.00	23.19	0.00	2.02
3/26/2016	10.08	0.00	24.20	0.00	2.82
3/27/2016	9.54	0.00	25.18	0.00	1.45
3/28/2016	14.67	0.00	26.03	0.00	1.41
3/29/2016	17.63	0.00	26.39	0.00	1.67
3/30/2016	24.75	0.00	27.15	0.00	1.75
3/31/2016	33.88	0.00	27.26	0.00	1.91
4/1/2016	26.04	0.00	26.97	0.00	1.76
4/2/2016	33.04	0.00	27.28	0.00	1.86
4/3/2016	27.04	0.00	28.54	0.00	1.83
4/4/2016	31.46	0.00	27.95	0.00	2.06
4/5/2016	29.50	0.00	26.84	0.00	2.00
4/6/2016	39.38	0.00	26.91	0.00	1.41
4/7/2016	42.42	0.00	28.17	0.00	1.51
4/8/2016	47.46	0.00	28.29	0.00	1.30
4/9/2016	45.17	0.00	28.73	0.00	1.58
4/10/2016	35.25	0.00	28.98	0.00	1.50
4/11/2016	44.38	0.00	28.19	0.00	1.73
4/12/2016	42.71	0.00	28.03	0.00	1.83
4/13/2016	39.79	0.00	27.37	0.00	2.14
4/14/2016	41.00	0.00	28.37	0.00	2.00
4/15/2016	37.71	0.00	28.22	0.00	1.90
4/16/2016	36.54	0.00	27.63	0.00	1.89
4/17/2016	37.54	0.00	27.18	0.00	1.90
4/18/2016	32.96	0.00	27.22	0.00	1.94
4/19/2016	45.17	0.00	26.72	0.00	2.24
4/20/2016	34.63	0.00	27.06	0.00	1.80
4/21/2016	37.38	0.00	27.03	0.00	1.90
4/22/2016	44.17	0.00	27.66	0.00	1.30
4/23/2016	42.13	0.00	26.41	0.00	2.17
4/24/2016	34.67	0.00	26.28	0.00	2.04
4/25/2016	47.04	0.00	29.19	0.00	2.93
4/26/2016	26.00	0.00	22.27	0.00	2.00
4/27/2016	5.71	0.00	16.07	0.00	1.50
4/28/2016	14.25	0.00	17.11	0.00	1.25
4/29/2016	26.88	0.00	16.45	0.00	1.14
4/30/2016	22.25	0.00	18.64	0.00	0.71
5/1/2016	25.00	0.00	18.53	0.00	2.02
5/2/2016	30.21	0.00	19.68	0.00	1.69
5/3/2016	36.71	0.00	21.59	0.00	1.40
5/4/2016	53.88	0.00	23.05	0.00	0.65
5/5/2016	37.42	0.00	23.35	0.00	1.28
5/6/2016	48.46	0.00	23.92	0.00	1.93
5/7/2016	47.25	0.00	24.28	0.00	1.38
5/8/2016	37.71	0.00	24.59	0.00	2.39
5/9/2016	34.79	0.00	24.80	0.00	2.35
5/10/2016	19.75	0.00	20.12	0.00	1.55
5/11/2016	26.54	0.00	21.98	0.00	0.91
5/12/2016	32.38	0.00	22.43	0.00	1.82
5/13/2016	28.54	0.00	20.92	0.00	2.26
5/14/2016	24.83	0.00	21.50	0.00	1.96
5/15/2016	31.58	0.00	23.44	0.00	2.65
5/16/2016	24.50	0.00	22.74	0.00	3.21
5/17/2016	16.42	0.00	21.44	0.00	0.70
5/18/2016	27.13	0.00	20.50	0.00	0.86
5/19/2016	26.46	0.00	22.45	0.00	1.84
5/20/2016	29.33	0.00	26.12	0.00	2.13
5/21/2016	14.63	0.00	21.36	0.00	2.18
5/22/2016	16.92	0.00	23.77	0.00	2.05
5/23/2016	10.79	0.00	17.79	0.00	1.50
5/24/2016	16.88	0.00	16.66	0.00	2.73
5/25/2016	19.63	0.00	19.70	0.00	1.69
5/26/2016	28.17	0.00	22.40	0.00	0.88
5/27/2016	41.08	0.00	23.37	0.00	1.70
5/28/2016	33.92	0.00	22.67	0.00	1.88
5/29/2016	24.63	0.00	18.30	0.00	1.90
5/30/2016	15.63	0.00	16.78	0.00	1.54
5/31/2016	11.71	0.00	19.96	0.00	1.87
6/1/2016	15.50	0.00	22.25	0.00	1.89
6/2/2016	9.33	0.00	20.42	0.00	1.86
6/3/2016	6.83	0.00	19.10	0.00	1.99
6/4/2016	10.00	0.00	21.23	0.00	1.48
6/5/2016	14.29	0.00	23.48	0.00	1.73
6/6/2016	13.46	0.00	22.88	0.00	1.50
6/7/2016	10.33	0.00	18.42	0.00	0.54
6/8/2016	13.33	0.00	17.44	0.00	0.92
6/9/2016	20.33	0.00	16.81	0.00	1.38
6/10/2016	30.88	0.00	16.04	0.00	0.87
6/11/2016	19.17	0.00	15.95	0.00	1.00
6/12/2016	21.50	0.00	13.66	0.00	1.55
6/13/2016	23.92	0.00	14.69	0.00	1.94
6/14/2016	28.38	0.00	18.63	0.00	2.54
6/15/2016	33.83	0.00	21.39	0.00	1.93
6/16/2016	39.46	0.00	22.95	0.00	1.42
6/17/2016	48.96	0.00	20.74	0.00	1.13
6/18/2016	48.25	0.00	21.74	0.00	1.16
6/19/2016	56.92	0.00	20.92	0.00	1.05
6/20/2016	51.33	0.00	21.07	0.00	2.19
6/21/2016	41.04	0.00	18.22	0.00	2.23
6/22/2016	39.96	0.00	20.19	0.00	2.42
6/23/2016	48.96	0.00	21.21	0.00	1.27
6/24/2016	49.83	0.00	21.56	0.00	1.80
6/25/2016	37.04	0.00	21.00	0.00	2.02
6/26/2016	34.67	0.00	20.22	0.00	2.60
6/27/2016	26.46	0.00	20.05	0.00	2.25
6/28/2016	28.96	0.00	20.05	0.00	1.88
6/29/2016	38.25	0.00	21.73	0.00	2.20
6/30/2016	27.67	0.00	22.05	0.00	1.94
7/1/2016	49.46	0.00	22.65	0.00	2.17
7/2/2016	28.46	0.00	22.70	0.00	2.11
7/3/2016	27.29	0.00	23.04	0.00	1.98
7/4/2016	35.88	0.00	22.80	0.00	2.05
7/5/2016	40.96	0.00	22.93	0.00	2.30
7/6/2016	55.42	0.00	22.94	0.00	3.08
7/7/2016	40.50	0.00	19.27	0.00	0.79
7/8/2016	41.38	0.00	18.73	0.00	1.31
7/9/2016	49.13	0.00	21.41	0.00	2.00
7/10/2016	47.17	0.00	24.70	0.00	1.97
7/11/2016	52.63	0.00	25.60	0.00	2.21
7/12/2016	64.38	0.00	25.75	0.00	2.23
7/13/2016	59.96	0.00	26.46	0.00	1.94
7/14/2016	53.79	0.00	25.71	0.00	2.38
7/15/2016	67.58	0.00	25.80	0.00	2.14
7/16/2016	60.21	0.00	21.52	0.00	2.10
7/17/2016	11.50	0.00	15.04	0.00	0.70
7/18/2016	25.88	0.00	16.00	0.00	1.27
7/19/2016	37.92	0.00	16.98	0.00	1.53
7/20/2016	48.04	0.00	19.03	0.00	1.17
7/21/2016	42.17	0.00	19.01	0.00	1.17
7/22/2016	36.04	0.00	18.55	0.00	1.87
7/23/2016	54.78	0.00	21.03	0.00	1.88
7/24/2016	50.71	0.00	23.89	0.00	2.07
7/25/2016	44.00	0.00	23.93	0.00	1.96
7/26/2016	40.38	0.00	23.94	0.00	2.31
7/27/2016	51.46	0.00	24.82	0.00	1.85
7/28/2016	54.08	0.00	22.37	0.00	2.19
7/29/2016	54.83	0.00	21.70	0.00	1.85
7/30/2016	51.42	0.00	21.51	0.00	1.86
7/31/2016	38.21	0.00	22.38	0.00	2.37
8/1/2016	59.04	0.00	22.73	0.00	1.85
8/2/2016	60.58	0.00	23.74	0.00	1.65
8/3/2016	50.83	0.00	21.77	0.00	2.00
8/4/2016	55.88	0.00	22.61	0.00	1.75
8/5/2016	55.79	0.00	24.61	0.00	2.55
8/6/2016	46.25	0.00	25.61	0.00	2.42
8/7/2016	53.67	0.00	26.27	0.00	2.30
8/8/2016	93.25	0.00	25.15	0.00	1.48
8/9/2016	61.50	0.00	23.95	0.00	1.85
8/10/2016	28.71	0.00	18.48	0.00	2.13
8/11/2016	34.88	0.00	16.02	0.00	2.95
8/12/2016	34.08	0.00	17.86	0.00	2.29
8/13/2016	49.58	0.00	20.99	0.00	1.47
8/14/2016	65.63	0.00	26.02	0.00	1.35
8/15/2016	76.83	0.00	24.66	0.00	3.15
8/16/2016	24.38	0.00	20.87	0.00	2.57
8/17/2016	45.21	0.00	24.84	0.00	2.15
8/18/2016	54.13	0.00	26.43	0.00	2.29
8/19/2016	55.42	0.00	25.74	0.00	3.15
8/20/2016	35.96	0.00	22.49	0.00	2.44
8/21/2016	7.67	0.00	17.60	0.00	2.34
8/22/2016	11.71	0.00	14.10	0.00	3.21
8/23/2016	21.38	0.00	18.54	0.00	2.06
8/24/2016	32.71	0.00	21.63	0.00	1.99
8/25/2016	33.79	0.00	24.17	0.00	2.19
8/26/2016	39.50	0.00	24.50	0.00	1.86
8/27/2016	48.21	0.00	25.06	0.00	2.07
8/28/2016	48.71	0.00	26.36	0.00	2.45
8/29/2016	56.25	0.00	27.00	0.00	2.35
8/30/2016	46.54	0.00	23.80	0.00	1.63
